
Label,A1BG,A2ML1,A4GALT,AAAS,AACS,AADACL2-AS1,AADAT,AAED1,AAGAB,AAK1,AAMDC,AAMP,AAR2,AARS,AARS2,AARSD1,AASDH,AASDHPPT,AASS,AATF,ABCA1,ABCA11P,ABCA13,ABCA17P,ABCA5,ABCA7,ABCB10,ABCB6,ABCB7,ABCB8
1.0,-0.5897416387985784,-0.4962578683686095,0.3638107826779773,1.186009897821082,1.0955176648740184,-0.6174960043049523,0.9973846440435146,-0.8370978458247598,0.2016739114850377,-1.0873047384119263,1.0224356575607567,-2.154187653242244,-0.7875454721229208,0.930654881546504,-0.1298822469518478,1.3058802631715,-0.3583740458596245,-0.2522395603916452,-1.1834770214150756,-1.5914470201435942,0.6974713167155223,-0.0014018202631031,-0.5512586351377001,-0.4220263163366184,-0.4735848835846872,-0.6583597198690364,-1.4159024341123738,0.350456422709495,-1.7980860695492984,-1.53819760696867
2.0,0.2830481384373626,-0.4962578683686095,-1.066165681975328,1.1394843690004288,-0.6773827414698541,1.3578919319041731,-0.9149017583807382,-0.8370978458247598,0.4986824181110885,-0.1313493719189006,0.6113618341079523,0.215999344819929,-0.7751614371353939,0.6704954213977472,-0.3077629885710097,0.6601228232992674,1.1323181481705238,1.10374290127013,1.1278845941170883,0.0133387157552959,-0.949803587064978,-0.774885359606249,1.5125290503885669,-0.5491095543905955,-0.4735848835846872,1.445541213589517,0.6809298440730627,0.1599042348508056,1.1040477559949768,0.3070871911594246
2.0,-0.5897416387985784,-0.4962578683686095,-0.4073177840206912,0.8510442651377995,-1.1982201050346115,1.676447816354054,1.1720532578263136,-0.8370978458247598,1.3367782108663466,-0.8608562410353895,0.1701637030908058,-0.7517588017910872,0.120551614567755,-0.5829770069162421,-1.2360702167126378,1.3696626892047854,0.4063623064345076,0.9177880780446844,-1.1834770214150756,-1.5086683423946852,-0.9763099703291872,-0.5796011273064265,-0.5512586351377001,-0.5491095543905955,-0.4735848835846872,-0.6583597198690364,1.313623417378314,-0.1953772874243679,-0.0414645015883705,-0.397904048964581
3.0,1.444623998810067,-0.4962578683686095,-0.938247366054876,0.8584310338779259,-1.1982201050346115,-0.6174960043049523,-0.8166451596518477,-0.8370978458247598,-2.734220027220745,-1.3467171666060749,1.2176530250569713,-2.8597416218213056,0.387529355830477,-0.0873910023707837,1.7858279069431573,-1.4598920142949587,-0.5679697180550092,1.0536407628194318,-1.1834770214150756,-2.418032808957811,-0.9763099703291872,0.0008077445789124,-0.5512586351377001,-0.5491095543905955,-0.4735848835846872,-0.6583597198690364,-1.4159024341123738,-1.3613948949921248,-1.7980860695492984,-0.2454534530813664
2.0,-0.5897416387985784,-0.4962578683686095,-2.799582295399756,-1.210817734469963,-1.1982201050346115,-0.6174960043049523,-0.9149017583807382,-0.8370978458247598,1.254721392563929,-0.5841444598398527,0.6633648034517317,-2.073463943308171,0.6885660945741191,-2.5840356478947824,-1.5924858343728143,0.8905920196521279,1.1748527733674132,-2.9079603371326925,-1.144393384786547,0.026017877602805,-0.9763099703291872,-1.2990865671200664,-0.5512586351377001,-0.5491095543905955,-0.4735848835846872,-0.4780761051597971,2.6267304106056963,-1.1382980263598212,-1.7980860695492984,-2.032342399144268
2.0,-0.5897416387985784,-0.4962578683686095,0.8842348896054542,0.363575460667526,0.7828835301321116,-0.6174960043049523,1.5240974195813826,-0.8370978458247598,-0.0509571942023325,-0.2812008665433529,0.6853442148464097,-0.2457127870605435,0.2613420154946669,-0.639265815947698,0.9895219884372576,-1.4598920142949587,0.0730080348568757,0.2069873772707146,0.4311730467392958,0.487479793655937,-0.9763099703291872,1.5655258134724597,-0.5512586351377001,-0.0365819530205223,0.3239083449748655,-0.0044736766957294,1.1150447845464635,0.1443573270143453,0.6336865403099402,0.759228824914516
2.0,-0.5897416387985784,2.64545627302999,0.0127039523649307,-2.70946377139698,-1.1982201050346115,-0.6174960043049523,-0.9149017583807382,-0.8370978458247598,-2.878007124003527,0.9859401720873888,0.7403854737098564,-1.0159631494133907,-0.4522765919144111,-0.2504838535573885,-1.5924858343728143,-1.4598920142949587,1.247834320272848,-3.070044279382659,-1.1834770214150756,-1.6942011007961957,-0.9763099703291872,-1.2990865671200664,-0.5512586351377001,-0.5491095543905955,-0.4735848835846872,-0.6583597198690364,1.135182433939732,0.1776330580810925,-1.7980860695492984,1.1625470453757698
2.0,-0.5897416387985784,-0.4962578683686095,0.6727214900293931,0.8644456828672206,-1.1982201050346115,-0.6174960043049523,-0.9149017583807382,-0.8370978458247598,0.3045358161972241,-1.2194845614316838,0.8297795850421059,-0.9527748267124224,0.3687618076239952,-0.0797343230793474,0.0805810338927965,-1.4598920142949587,1.2022128612864849,0.1535929797400143,-0.6846156681139883,-0.1311318594246396,-0.9763099703291872,-1.2990865671200664,1.89724406464972,-0.5491095543905955,-0.4735848835846872,-0.6583597198690364,0.0392531265841788,-0.2750898931040986,0.4405373103290904,0.950235406218974
2.0,-0.5897416387985784,-0.4962578683686095,0.6856122833439826,0.6925916682476662,-0.718172683182794,-0.6174960043049523,-0.9149017583807382,1.0057234813062674,0.637132304929135,0.5317485576133739,1.0670010249579454,-0.0627748076659265,0.4181454351374843,-0.6093831960113061,0.3795529034516771,0.4262731716104787,-0.2331753235050256,0.5391879748527715,-0.548422878592618,0.5086047627202166,-0.9763099703291872,0.0136752368507738,-0.090062249263436,0.0899456066816594,1.2711720571136522,-0.3383680916591751,1.3752064527316563,-0.2568114587059348,0.764478566212755,0.9364480128145662
2.0,-0.5897416387985784,-0.4962578683686095,0.3370832627624613,0.705760522824997,-0.2181024030005919,1.9746022516165584,0.5425846600304787,0.7107672675028848,0.2801859213725829,0.594933387278807,0.7799687680054073,-0.3683555233296407,0.0344220364654403,-0.6768318979431069,0.3329893203261133,0.433216071846796,0.3058314430546004,0.1554760001688533,-0.76359672575792,0.1553169587685743,-0.9763099703291872,0.1837859335836342,-0.0855232742433154,-0.5491095543905955,-0.4735848835846872,1.1084507900702405,1.0145509587777897,-0.1772090194379213,1.375549480386902,1.0126652806704943
